"店铺","账号","视频标题","视频链接","发布时间","时长秒","播放量","点赞数","评论数","分享数","收藏数","互动率"
"ETCYY","etcyychic","ultimate summer send-off#swimwear #SwimsuitKiller #onepieceswimsuit #...","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7681984022322498846","2026-09-05T17:41:44+08:00","8","14","0","0","0","0","0"
"ETCYY-US","etcyy.clothing","asymmetrical button striped top#sweater #blouse #tiktokshopbacktoscho...","https://www.tiktok.com/@MS4wLjABAAAAyrl-2vBe_tJH8pTVAnpx0Og_G2XcHCcoICR6Y3ZzRf5A2poh7m03SlFMo4Wr48q9/video/7682342908292336909","2026-09-06T16:55:27+08:00","15","13","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","Comment “sale“，If you want a discount#dress #ootd #fyp #tiktokshopmad...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7683467737020091662","2026-09-09T17:39:16+08:00","15","13","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7681244781892111646","2026-09-03T20:22:00+08:00","15","13","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#ootd#ButtonDetailBlouse #WomensFashionBlouse#UniqueDesignShirt","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7680127770462080287","2026-08-31T18:21:00+08:00","15","13","0","0","0","0","0"
"ETCYY-US","etcyy.wear","#WorkFromHomeBlouse #CozyWorkWear #WomensLongSleeveTop #BusinessCasua...","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7680119859291704589","2026-08-31T18:38:00+08:00","15","13","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#RelaxedFitBlouse#BlueWhiteStripeTop#ChicOfficeBlouse #LayeredFashionTop","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7679030150603771150","2026-08-28T18:39:10+08:00","15","13","0","0","0","0","0"
"ETCYY-US","etcyytrend","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7679397320106069262","2026-08-29T19:55:00+08:00","15","13","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","Comment “sale“，If you want a discount#dress #ootd #fyp #tiktokshopmad...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7683452560241397006","2026-09-09T16:40:21+08:00","13","12","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","best mall find today#Sweater #Pullover #Preppy #tiktokshopbacktoschoo...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7681243235595013390","2026-09-03T17:47:02+08:00","10","12","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7679396551415844109","2026-08-29T18:22:14+08:00","15","12","0","0","0","0","0"
"ETCYY-US","etcyy.style","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7681619462809865486","2026-09-04T19:37:00+08:00","15","12","0","0","0","0","0"
"ETCYY-US","etcyy.style","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7681619674110479629","2026-09-04T18:08:49+08:00","15","12","0","0","0","0","0"
"ETCYY-US","etcyy.vibes","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7681243323213942047","2026-09-03T19:29:00+08:00","15","12","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#ootd #tiktokshop #denimfashion #streetwearstyle","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7681619312934767902","2026-09-04T18:07:19+08:00","15","12","0","0","0","0","0"
"ETCYY-US","etcyy.lookbook","#ootd #tiktokshop #denimfashion #streetwearstyle","https://www.tiktok.com/@MS4wLjABAAAAB7ADPXI4N-HH1kKQPqRQpjW4QtjQqIyrM58InkyoFYDSQvaMkewMEw7yVlkLy41g/video/7681618389319683359","2026-09-04T18:03:48+08:00","15","12","0","0","0","0","0"
"ETCYY-US","etcyycloset","#ootd #tiktokshop #womensfashion #summeroutfit","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7682751377914858766","2026-09-07T20:50:00+08:00","15","12","0","0","0","0","0"
"ETCYY-US","etcyywears","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAZ79LMZFS-icRZjdE7C2BragqlZXfRKdeJ1H08NhO17EzAka-g_0oBEmtg9Z4nERS/video/7681213689667538207","2026-09-03T20:23:00+08:00","15","12","0","0","0","0","0"
"ETCYY-US","etcyytrend","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7680858065305947406","2026-09-02T16:52:23+08:00","15","12","0","0","0","0","0"
"ETCYY","etcyy.girl","denim collar layered sweater#Sweater #Pullover #Preppy #tiktokshopbac...","https://www.tiktok.com/@MS4wLjABAAAAED6sbt0gYEWU6akMi_DNMrZdwnMl5vHKWozKnOQrev5G2fpWaWyKhzy9WYwG3Yi2/video/7682353132705287437","2026-09-06T17:35:36+08:00","12","12","0","0","0","0","0"
"ETCYY","etfashion.chic","crossover colorblock swimsuit#swimwear #SwimsuitKiller #onepieceswims...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7681615053027544333","2026-09-04T17:50:42+08:00","10","12","0","0","0","0","0"
"ETCYY-US","etcyy.shop","best mall find today#jacket #coat #falloutfit #tiktokshopbacktoschool","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7682708158506175775","2026-09-07T16:32:25+08:00","10","11","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","Comment “sale“，If you want a discount#dress #ootd #fyp#tiktokshopmade...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7683437569593347341","2026-09-09T15:42:11+08:00","8","11","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#ootd #tiktokshop #boutiquefashion #chicstyle","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7681615872506613005","2026-09-04T17:54:23+08:00","15","11","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7678643804991180045","2026-08-27T17:40:38+08:00","15","11","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#tiktok #tiktokshop #ootd #woman ","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7678622878941646110","2026-08-27T18:49:00+08:00","15","11","0","0","0","0","0"
"ETCYY-US","etcyy.mode","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAAzWwlO1snm3knv0nLXURI_21KQG9TG5Rl0IsUoNTIiH1nJlP5ORdCNRtOnNp_FBF/video/7680849549862128910","2026-09-02T18:49:00+08:00","15","11","0","0","0","0","0"
"ETCYY-US","etcyylooks","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7679398033804627214","2026-08-29T18:28:46+08:00","15","11","0","0","0","0","0"
"ETCYY-US","etcyytrend","#ootd #tiktokshop #denimtop #casualstyle","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7681982321896983822","2026-09-05T20:06:00+08:00","15","11","0","0","0","0","0"
"ETCYY-US","etcyytrend","#ootd #tiktokshop #denimtop #casualstyle","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7681982476859886862","2026-09-05T17:36:47+08:00","15","11","0","0","0","0","0"
"ETCYY-US","etcyytrend","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7680857686136655117","2026-09-02T18:20:00+08:00","15","11","1","0","0","0","0.09090909090909091"
"ETCYY","etcyychic","end-of-season swimsuit drop#swimwear #SwimsuitKiller #onepieceswimsui...","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7681953933614402846","2026-09-05T15:45:26+08:00","9","11","0","0","0","0","0"
"ETCYY","user5835336672755","#ootd #outfit #fyp ","https://www.tiktok.com/@MS4wLjABAAAAXuF2pGCa0ER5WqwZ1KB7GyADFtjtVr9dtL17wpZoSSxGlvXHRWZUSuik1Cxyd9WD/video/7683221096602111246","2026-09-09T01:42:08+08:00","15","11","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#ootd #tiktokshop #boutiquefashion #chicstyle","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7682750002405346591","2026-09-07T19:15:05+08:00","15","10","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#ootd #tiktokshop #denimfashion #streetwearstyle","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7682750821192224030","2026-09-07T21:47:00+08:00","15","10","0","0","0","0","0"
"ETCYY-US","etcyycloset","#ootd #tiktokshop #womensfashion #summeroutfit","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7681985873033825550","2026-09-05T20:19:00+08:00","15","10","0","0","0","0","0"
"ETCYY-US","etcyycloset","😘😘😳😍🙈😎😒","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7677404061058092301","2026-08-24T09:29:13+08:00","15","10","0","0","0","0","0"
"ETCYY","etfashion.chic","contrast cutout monokini#swimwear #SwimsuitKiller #onepieceswimsuit #...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7682347473636969742","2026-09-06T17:13:23+08:00","12","10","0","0","0","0","0"
"ETCYY","etcyychic","Comment “sale“，If you want a discount#swimwear #bikini #ootd #fyp","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7683065905236020510","2026-09-08T15:40:30+08:00","14","10","0","0","0","0","0"
"ETCYY-US","etcyy.shop","vertical stripe button-down#shirts #ootd #DealsForYouDays #tiktokshop...","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7681581004309499167","2026-09-04T15:38:33+08:00","15","9","0","0","0","0","0"
"ETCYY-US","etcyy.outfits","#ootd#UniqueDesignShirt #WomensFashionBlouse#NavyBlueLayeredBlouse","https://www.tiktok.com/@MS4wLjABAAAAoQFJPQPYC22qIvVGvvvRC0g_My8pz54doaZlHyyB-tRzCgol_WB2xUmnrUdaPRmI/video/7678645221705534733","2026-08-27T20:16:00+08:00","15","9","0","0","0","0","0"
"ETCYY-US","etcyy.trends","#tiktok #tiktokshop #ootd #woman ","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7677499987177114894","2026-08-24T15:42:12+08:00","15","9","0","0","0","0","0"
"ETCYY-US","etcyy.wear","#WorkFromHomeBlouse #CozyWorkWear #WomensLongSleeveTop #BusinessCasua...","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7680119689166605581","2026-08-31T17:37:51+08:00","15","9","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#ootd #tiktokshop #womensfashion #summeroutfit","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7681614579733941518","2026-09-04T17:48:56+08:00","15","9","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7681229762626358541","2026-09-03T16:54:48+08:00","15","9","1","0","0","0","0.1111111111111111"
"ETCYY-US","etcyylooks","#ootd #tiktokshop #denimtop #casualstyle","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7681620751539031309","2026-09-04T19:42:00+08:00","15","9","0","0","0","0","0"
"ETCYY-US","etcyytrend","#ootd #tiktokshop #denimtop #casualstyle","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7681620187275119885","2026-09-04T19:39:00+08:00","15","9","0","0","0","0","0"
"ETCYY-US","etcyytrend","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7679397498569461006","2026-08-29T20:55:00+08:00","15","9","0","0","0","0","0"
"ETCYY","etcyy.girl","denim polo collar knitwear#Sweater #Pullover #Preppy #tiktokshopbackt...","https://www.tiktok.com/@MS4wLjABAAAAED6sbt0gYEWU6akMi_DNMrZdwnMl5vHKWozKnOQrev5G2fpWaWyKhzy9WYwG3Yi2/video/7681610981155360014","2026-09-04T17:35:18+08:00","11","9","0","0","0","0","0"
"ETCYY-US","etcyy.dressup","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAslEi_1sYHkbThsHqrWa75z0z-JZSMtjOhC5Sm0sHW62rv4fEXEi-Zf6ZBJU-cw7E/video/7680843523549121822","2026-09-02T15:55:56+08:00","15","8","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7682707531998825759","2026-09-07T17:10:00+08:00","15","8","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7681968976930376990","2026-09-05T17:25:00+08:00","15","8","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#ootd #tiktokshop #denimfashion #streetwearstyle","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7681619072152243487","2026-09-04T19:35:00+08:00","15","8","0","0","0","0","0"
"ETCYY-US","etcyy.trends","#TwoInOneSweaterShirt #WomensOfficeWear #TrendyLayeredTop #StripedKni...","https://www.tiktok.com/@MS4wLjABAAAAxjZhhWuHncPj_vKg81t30P0KBSD0vIEjkmVaF2TqCud5QgyDrA1hvlysd3ksAMex/video/7680128786599349517","2026-08-31T17:43:36+08:00","15","8","0","0","0","0","0"
"ETCYY-US","etcyywears","#StripedLayeredBlouse #WomensKnitShirt #SmartCasualOutfit #NavyWorkT","https://www.tiktok.com/@MS4wLjABAAAAZ79LMZFS-icRZjdE7C2BragqlZXfRKdeJ1H08NhO17EzAka-g_0oBEmtg9Z4nERS/video/7680129789059009822","2026-08-31T17:47:23+08:00","15","8","1","0","0","0","0.125"
"ETCYY-US","etcyy.style.us","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAyvCdZacPbOoMqVoNHx1jnTFM61na9G5Hmne_0LuLgNtdyQEUZoM7QHng8OcMCeDe/video/7681212826249170206","2026-09-03T17:19:00+08:00","15","8","0","0","0","0","0"
"ETCYY","etcyy.girl","Comment “Autumn“，If you want a discount#Sweater #fallfashion #outfit ...","https://www.tiktok.com/@MS4wLjABAAAAED6sbt0gYEWU6akMi_DNMrZdwnMl5vHKWozKnOQrev5G2fpWaWyKhzy9WYwG3Yi2/video/7682725205441056014","2026-09-07T17:38:42+08:00","15","8","0","0","0","0","0"
"ETCYY","etfashion.chic","2-tone ruched one-piece#swimwear #SwimsuitKiller #onepieceswimsuit #m...","https://www.tiktok.com/@MS4wLjABAAAAE5ssFIRGpZ7TixzpemcgiI6nSAJdZChEl0f0HlBe1H1O3ecaA6QWaEVDzfgLdcAn/video/7681970580706413838","2026-09-05T16:50:59+08:00","10","8","0","0","0","0","0"
"ETCYY","etcyychic","this cutout swimsuit is on final clearance 🏖️#swimwear #SwimsuitKille...","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7682345293513280799","2026-09-06T17:04:28+08:00","6","8","0","0","0","0","0"
"ETCYY-US","etcyy.shop","best mall find today#sweater #blouse #tiktokshopbacktoschool #fyp","https://www.tiktok.com/@MS4wLjABAAAAk77v-F906GlGTkZZ5pEuTXeDeihRllX-eae_barUoG6rv7_TlXAxE563gn3C1XXo/video/7681983077962239262","2026-09-05T17:38:46+08:00","10","7","0","0","0","0","0"
"ETCYY-US","etcyy.mode","#TwoInOneSweaterShirt #WomensOfficeWear #TrendyLayeredTop #StripedKni...","https://www.tiktok.com/@MS4wLjABAAAAAzWwlO1snm3knv0nLXURI_21KQG9TG5Rl0IsUoNTIiH1nJlP5ORdCNRtOnNp_FBF/video/7679393297227468045","2026-08-29T19:38:00+08:00","15","7","0","0","0","0","0"
"ETCYY-US","etcyyfashion.us","#ootd #tiktokshop #womensfashion #summeroutfit","https://www.tiktok.com/@MS4wLjABAAAAp926TyS2DAQENQPGFLeFUMmbKXdhwNitFIkicm5Aw5Ep27vC7G5qDsoD_An3R6JY/video/7682752298300329229","2026-09-07T19:22:59+08:00","15","7","0","0","0","0","0"
"ETCYY-US","etcyylooks","#ootd #tiktokshop #denimtop #casualstyle","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7681982817948945678","2026-09-05T17:38:28+08:00","15","7","0","0","0","0","0"
"ETCYY-US","etcyylooks","#ContrastPanelSweater #RibbedKnitTop #LongSleeveWorkShirt #DesignerLa...","https://www.tiktok.com/@MS4wLjABAAAADN4bHzuz0PCRGRcv7_0WFFbcB8MFIjAUxm-kcIWbHF-MM0aJ3NDRBv8YjN8WLJ5D/video/7679397989462461709","2026-08-29T20:58:00+08:00","15","7","0","0","0","0","0"
"ETCYY-US","etcyytrend","#ootd #tiktokshop #denimtop #casualstyle","https://www.tiktok.com/@MS4wLjABAAAAprkcshaplh4GRVEjch2qyGQkMpJTwvj34syE0hr48OH6OQLpdV0X2lEQ0RGaSSJI/video/7681981812645694734","2026-09-05T19:04:00+08:00","15","7","0","0","0","0","0"
"ETCYY","etcyychic","Comment “sale“，If you want a discount#swimwear #bikini #ootd #fyp","https://www.tiktok.com/@MS4wLjABAAAA67cypz92QYqZmYg6fDgoLRPkXFvwonvRMfQTgbnU5iceQDLjyEX97uDleqIj141n/video/7683097258258369823","2026-09-08T17:41:36+08:00","14","7","0","0","0","0","0"
"ETCYY-US","etcyy.clothing","pink striped ruffle tiered dress#maxidress #summerdress #fashionfinds...","https://www.tiktok.com/@MS4wLjABAAAAyrl-2vBe_tJH8pTVAnpx0Og_G2XcHCcoICR6Y3ZzRf5A2poh7m03SlFMo4Wr48q9/video/7681579553986252046","2026-09-04T15:33:03+08:00","15","6","0","0","0","0","0"
"ETCYY-US","etcyy.vibes","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAXhiLJGfuFXjsz8jJC7Xaebg4LFMP8HA-uFYWXldxI_udMGjoWd4xhdhbupkeG_5d/video/7680835663012302111","2026-09-02T16:07:00+08:00","15","6","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7680866269867887902","2026-09-02T17:24:15+08:00","15","6","0","0","0","1","0"
"ETCYY-US","etcyy.wear","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAASYmu1XGMcfs93-fOI77Urb73o1YDOmpOcA7fNZSv0jajFPiuSKiyyFHWc3bWvP-g/video/7681618941059403022","2026-09-04T18:05:35+08:00","15","6","0","0","0","0","0"
"ETCYY-US","etcyycloset","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7680879756107107598","2026-09-02T20:46:00+08:00","15","6","0","0","0","0","0"
"ETCYY","etcyy.girl","Comment “Autumn“，If you want a discount#Sweater #fallfashion #outfit ...","https://www.tiktok.com/@MS4wLjABAAAAED6sbt0gYEWU6akMi_DNMrZdwnMl5vHKWozKnOQrev5G2fpWaWyKhzy9WYwG3Yi2/video/7682709390733970702","2026-09-07T16:37:25+08:00","15","6","0","0","0","0","0"
"ETCYY","user5835336672755","#ootd #outfit #fyp ","https://www.tiktok.com/@MS4wLjABAAAAXuF2pGCa0ER5WqwZ1KB7GyADFtjtVr9dtL17wpZoSSxGlvXHRWZUSuik1Cxyd9WD/video/7683573010275552526","2026-09-10T00:27:43+08:00","15","6","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","Comment “sale“，If you want a discount#blouse #ootd #tiktokshopmademeb...","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7683097920668798222","2026-09-08T17:44:14+08:00","12","5","0","0","0","0","0"
"ETCYY-US","etcyy_chic7","best mall find today#sweater #blouse #tiktokshopbacktoschool #fyp","https://www.tiktok.com/@MS4wLjABAAAAOZlo8VLhFzwQxaJz__FbmqrJNInlS5egBBy6-UlIZAlLyOJpocLBFn8VCUkjTHxW/video/7681582510542736653","2026-09-04T15:44:31+08:00","10","5","0","0","0","0","0"
"ETCYY-US","wardrobepicked","ETCYY NEW Women’s Pink Striped Plaid Flannel Shirt - Fitted Buffalo C...","https://www.tiktok.com/@MS4wLjABAAAA-KhelFlYiQz8vPYpnvp-W4flOK_khCxv3qHvtIHVSb7eH_s2sSz3h2HyLbrplwEw/video/7683438437290102047","2026-09-09T15:45:34+08:00","15","5","0","0","0","0","0"
"ETCYY-US","etcyy.glam","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAI95MRpE0J2k31jCljJSn-F0-knBxN1H-2B629ifUTuROBthPTMhoEBgJdtPsHfIL/video/7682707800077716766","2026-09-07T16:30:48+08:00","15","5","0","0","0","0","0"
"ETCYY-US","etcyy.style","#ootd#WomensOfficeBlouse #StripedKnitTop #WorkWearForWomen ","https://www.tiktok.com/@MS4wLjABAAAAQ3FFLKyG0bIqEGSl9sECwwUSBa9ardtZjxuurrr8cU1J7aq2bG_vJhHFQ5YOavmm/video/7678640904961314061","2026-08-27T17:29:42+08:00","15","5","0","0","0","0","0"
"ETCYY-US","etcyy.daily","#ootd #tiktokshop #denimfashion #streetwearstyle","https://www.tiktok.com/@MS4wLjABAAAAIn9Zn1XR3yoPHf7kI7b0dNMyczGiKiCXWt5uQC6k58sBwWdTeJeAX0uzcfrXFpcE/video/7681974686175038750","2026-09-05T19:36:00+08:00","15","5","0","0","0","0","0"
"ETCYY-US","etcyycloset","#sohochic#tiktok#tiktokshop#ootd","https://www.tiktok.com/@MS4wLjABAAAAaCwGq_3D-9xVRayIp3icS8N58NePtV5mre_jyDhWQjswQeXIrKxf3p1Wm-uUCb7V/video/7681229936144829710","2026-09-03T17:35:00+08:00","15","5","0","0","0","0","0"
